data_start,t0,chamber_value,chamber_label,gas,c0,vol_flux
2022-05-09 08:05:16.529,2022-05-09 08:09:16.529,2.0,A1,N2O_dry,0.26439037358406897,1.5838328192786613e-05
2022-05-09 08:05:16.529,2022-05-09 08:09:16.529,2.0,A1,CH4_dry,14.212186040128245,0.001886405846234172
2022-05-09 08:05:16.529,2022-05-09 08:09:16.529,2.0,A1,CO2,424.3971472933272,0.017988154739792168
2022-05-09 08:25:16.463,2022-05-09 08:31:16.463,3.0,A2,N2O_dry,0.3235724240906192,-3.732276847439203e-06
2022-05-09 08:25:16.463,2022-05-09 08:31:16.463,3.0,A2,CH4_dry,2.8478285635917175,0.0004179858730318373
2022-05-09 08:25:16.463,2022-05-09 08:31:16.463,3.0,A2,CO2,408.2683297731158,0.034113563719980027
2022-05-09 09:25:16.030,2022-05-09 09:30:46.030,6.0,B1,N2O_dry,0.32101822020811677,-5.840025371697078e-06
2022-05-09 09:25:16.030,2022-05-09 09:30:46.030,6.0,B1,CH4_dry,2.1145098154275215,-1.675263225556399e-05
2022-05-09 09:25:16.030,2022-05-09 09:30:46.030,6.0,B1,CO2,399.5984092315991,0.02438442698593362
2022-05-09 14:25:11.549,2022-05-09 14:31:11.549,3.0,A2,N2O_dry,0.36097446122353166,-1.3683896261133006e-05
2022-05-09 14:25:11.549,2022-05-09 14:31:11.549,3.0,A2,CH4_dry,2.1367561887319266,0.00021248431810943032
2022-05-09 14:25:11.549,2022-05-09 14:31:11.549,3.0,A2,CO2,438.2541150547438,0.028773598734658908
2022-05-09 16:25:10.494,2022-05-09 16:31:10.494,3.0,A2,N2O_dry,0.33747546638264797,-8.03827641502241e-06
2022-05-09 16:25:10.494,2022-05-09 16:31:10.494,3.0,A2,CH4_dry,2.107868516268545,0.00020920567519365604
2022-05-09 16:25:10.494,2022-05-09 16:31:10.494,3.0,A2,CO2,460.6553923551757,0.0360495812600942
2022-05-09 18:25:09.139,2022-05-09 18:31:09.139,3.0,A2,N2O_dry,0.3443769529742417,-2.4700107491459086e-06
2022-05-09 18:25:09.139,2022-05-09 18:31:09.139,3.0,A2,CH4_dry,2.1314842988931235,-7.463870673050914e-06
2022-05-09 18:25:09.139,2022-05-09 18:31:09.139,3.0,A2,CO2,482.62836825333034,0.005347717330612892
2022-05-09 19:25:08.613,2022-05-09 19:30:38.613,6.0,B1,N2O_dry,0.3189031017647004,-8.099602296732382e-06
2022-05-09 19:25:08.613,2022-05-09 19:30:38.613,6.0,B1,CH4_dry,2.055882223386662,-7.4919712621279305e-06
2022-05-09 19:25:08.613,2022-05-09 19:30:38.613,6.0,B1,CO2,452.44901281187606,0.03569719182056512
2022-05-09 19:45:07.393,2022-05-09 19:51:37.393,7.0,B2,N2O_dry,0.28269378849687843,1.6852371696891884e-05
2022-05-09 19:45:07.393,2022-05-09 19:51:37.393,7.0,B2,CH4_dry,2.045184623312995,-5.679450856762077e-06
2022-05-09 19:45:07.393,2022-05-09 19:51:37.393,7.0,B2,CO2,489.0380257084416,0.02964905475160418
2022-05-09 20:05:07.505,2022-05-09 20:09:07.505,2.0,A1,N2O_dry,0.296916245332798,5.1240875928940616e-06
2022-05-09 20:05:07.505,2022-05-09 20:09:07.505,2.0,A1,CH4_dry,-12.286516153818502,0.015404372776395826
2022-05-09 20:05:07.505,2022-05-09 20:09:07.505,2.0,A1,CO2,479.2757312075013,0.01779513186869753
2022-05-09 20:25:09.355,2022-05-09 20:31:09.355,3.0,A2,N2O_dry,0.3484941242910029,-7.014914200610003e-06
2022-05-09 20:25:09.355,2022-05-09 20:31:09.355,3.0,A2,CH4_dry,2.31634807113302,0.00013632221322939085
2022-05-09 20:25:09.355,2022-05-09 20:31:09.355,3.0,A2,CO2,472.9313838295732,0.03553799038298589
2022-05-09 21:25:07.551,2022-05-09 21:30:37.551,6.0,B1,N2O_dry,0.3140025330937729,-3.0039316071060275e-06
2022-05-09 21:25:07.551,2022-05-09 21:30:37.551,6.0,B1,CH4_dry,2.1225206634115223,-7.867971364390288e-06
2022-05-09 21:25:07.551,2022-05-09 21:30:37.551,6.0,B1,CO2,486.2074964085969,0.026344376409071172
2022-05-09 21:45:06.157,2022-05-09 21:51:36.157,7.0,B2,N2O_dry,0.32813359333241826,-3.281429131747323e-06
2022-05-09 21:45:06.157,2022-05-09 21:51:36.157,7.0,B2,CH4_dry,2.1046004391244693,-4.140059875063349e-06
